ID,Vente,Adresse,TypeB,Surface,Prix,Nombre de Chambres,Date Vente
V34,Boulevard du Moulin,Paris,Appartement,135,1650000,6,2020-12-17
V35,Allée des Écoles,Paris,Appartement,85,1025000,1,2022-11-24
V36,Boulevard de la Forêt,Paris,Appartement,280,3385000,5,2020-11-17
V37,Place des Fleurs,Paris,Appartement,500,6020000,4,2021-11-25
V38,Boulevard de la République,Paris,Appartement,140,1685000,1,2021-02-05
V39,Rue de la Forêt,Paris,Appartement,165,2020000,8,2023-07-29
V40,Chemin de la Liberté,Paris,Appartement,438,5306000,10,2022-03-14
V41,Allée de la Forêt,Paris,Appartement,291,3512000,4,2021-05-04
V42,Avenue de la Paix,Marseille,Villa,372,1963000,2,2022-06-02
V43,Allée des Écoles,Marseille,Villa,291,1552750,5,2020-02-13
V44,Chemin des Fleurs,Marseille,Villa,394,2083500,3,2021-05-02
V45,Chemin de la République,Marseille,Villa,492,2623000,8,2021-08-04
V46,Avenue de Bellevue,Marseille,Villa,495,2638750,8,2023-07-21
V47,Rue de Bellevue,Marseille,Villa,25,146250,3,2023-01-03
V48,Place de Bellevue,Marseille,Villa,299,1579750,2,2020-05-05
V49,Chemin Saint-Martin,Marseille,Villa,470,2507500,8,2021-03-31
V50,Allée de la Mairie,Marseille,Villa,482,2535500,1,2022-08-14
V51,Chemin de la Mairie,Marseille,Villa,242,1305500,7,2023-05-09
V52,Place de la Paix,Marseille,Maison,489,2078800,5,2023-08-06
V53,Place de la République,Marseille,Maison,62,285400,5,2022-05-16
V54,Boulevard de la Liberté,Marseille,Maison,463,1949600,1,2022-03-06
V55,Avenue des Vignes,Marseille,Maison,107,464400,3,2020-08-11
V56,Place de la Paix,Marseille,Maison,154,681800,7,2021-03-29
V57,Avenue du Parc,Marseille,Maison,90,393000,3,2021-08-20
V58,Avenue des Lilas,Marseille,Maison,235,1017000,6,2023-06-19
V59,Chemin du Lac,Marseille,Maison,367,1581400,8,2020-09-27
V60,Avenue Jean Jaurès,Marseille,Maison,326,1419200,10,2023-01-23
V61,Rue de la Liberté,Marseille,Maison,351,1494200,4,2023-02-04
V62,Place des Fleurs,Marseille,Appartement,204,764000,10,2022-12-20
V63,Place des Champs-Élysées,Marseille,Appartement,486,1731000,6,2020-10-20
V64,Rue Victor Hugo,Marseille,Appartement,361,1278500,3,2023-02-18
V65,Allée de la Gare,Marseille,Appartement,294,1074000,9,2023-12-29
V66,Chemin de Bellevue,Marseille,Appartement,89,356500,9,2023-11-04
V67,Place des Lilas,Marseille,Appartement,455,1627500,7,2020-06-13
V68,Boulevard de Bellevue,Marseille,Appartement,406,1446000,5,2020-06-17
V69,Allée des Vignes,Marseille,Appartement,212,792000,10,2022-02-12
V70,Chemin des Lilas,Marseille,Appartement,480,1700000,4,2023-11-06
V71,Place de la Mairie,Marseille,Appartement,380,1345000,3,2023-11-16
V72,Chemin du Lac,Lyon,Villa,146,1125000,6,2023-02-25
V73,Place du Lac,Lyon,Villa,126,975000,6,2023-03-01
V74,Avenue des Écoles,Lyon,Villa,487,3682500,6,2020-10-31
V75,Chemin de l'Église,Lyon,Villa,231,1737500,1,2020-06-19
V76,Boulevard de la Forêt,Lyon,Villa,79,632500,8,2021-11-18
V77,Rue Saint-Martin,Lyon,Villa,397,3002500,5,2023-05-11
V78,Rue de la Paix,Lyon,Villa,290,2200000,5,2023-06-28
V79,Avenue Jean Jaurès,Lyon,Villa,447,3402500,10,2021-08-01
V80,Quai des Champs-Élysées,Lyon,Villa,138,1040000,1,2023-06-17
V81,Boulevard des Lilas,Lyon,Villa,25,217500,6,2020-11-26
V82,Rue de la Mairie,Lyon,Maison,363,2228000,10,2022-09-05
V83,Allée de l'Opéra,Lyon,Maison,393,2388000,6,2023-09-18
V84,Rue du Moulin,Lyon,Maison,404,2449000,5,2023-08-08
V85,Rue de la Liberté,Lyon,Maison,421,2551000,5,2023-01-24
V86,Allée de la Forêt,Lyon,Maison,306,1841000,1,2022-01-20
V87,Chemin Saint-Martin,Lyon,Maison,58,383000,7,2020-07-05
V88,Allée Jean Jaurès,Lyon,Maison,489,2939000,1,2021-04-18
V89,Avenue des Écoles,Lyon,Maison,256,1546000,2,2020-08-07
V90,Quai du Parc,Lyon,Maison,500,3010000,2,2023-05-22
V91,Boulevard des Écoles,Lyon,Maison,97,632000,10,2021-12-24
V92,Place des Lilas,Lyon,Appartement,486,2465000,7,2020-06-16
V93,Avenue des Vignes,Lyon,Appartement,123,655000,8,2022-10-12
V94,Avenue des Vignes,Lyon,Appartement,25,155000,6,2021-08-26
V95,Boulevard des Champs-Élysées,Lyon,Appartement,67,345000,2,2020-11-02
V96,Allée du Parc,Lyon,Appartement,115,585000,2,2023-12-14
V97,Place Victor Hugo,Lyon,Appartement,276,1400000,4,2022-08-28
V98,Rue de la Liberté,Lyon,Appartement,341,1745000,8,2023-01-01
V99,Allée des Champs-Élysées,Lyon,Appartement,472,2375000,3,2020-03-08
V100,Place de la Mairie,Lyon,Appartement,137,710000,5,2023-03-06
V101,Avenue de la Liberté,Lyon,Appartement,340,1740000,8,2023-08-25
V102,Rue de la Paix,Toulouse,Villa,414,2524000,8,2022-01-29
V103,Allée du Moulin,Toulouse,Villa,373,2283000,9,2023-02-22
V104,Place de Bellevue,Toulouse,Villa,355,2165000,7,2023-01-07
V105,Boulevard des Lilas,Toulouse,Villa,236,1421000,1,2020-11-24
V106,Boulevard de la Paix,Toulouse,Villa,74,449000,1,2022-01-06
V107,Boulevard Jean Jaurès,Toulouse,Villa,105,645000,3,2021-05-31
V108,Allée des Fleurs,Toulouse,Villa,175,1090000,8,2020-07-03
V109,Place Saint-Martin,Toulouse,Villa,232,1442000,10,2023-09-16
V110,Chemin du Lac,Toulouse,Villa,401,2446000,8,2020-11-03
V111,Boulevard du Parc,Toulouse,Villa,143,863000,1,2023-11-02
V112,Avenue des Lilas,Toulouse,Maison,479,2329200,6,2021-01-04
V113,Rue de la Mairie,Toulouse,Maison,426,2054800,2,2021-03-18
V114,Avenue des Écoles,Toulouse,Maison,352,1734600,9,2020-05-27
V115,Boulevard Jean Jaurès,Toulouse,Maison,95,501000,9,2021-02-13
V116,Allée des Lilas,Toulouse,Maison,318,1546400,4,2020-05-09
V117,Rue des Champs-Élysées,Toulouse,Maison,456,2228800,8,2023-12-08
V118,Quai Jean Jaurès,Toulouse,Maison,39,197200,2,2021-03-12
V119,Place Saint-Martin,Toulouse,Maison,178,874400,4,2021-08-17
V120,Allée des Vignes,Toulouse,Maison,306,1498800,6,2022-12-13
V121,Chemin des Vignes,Toulouse,Maison,320,1581000,9,2022-02-02
V122,Allée de Bellevue,Toulouse,Appartement,389,1576000,4,2023-08-29
V123,Rue de l'Église,Toulouse,Appartement,77,328000,4,2022-08-07
V124,Allée de Bellevue,Toulouse,Appartement,296,1219000,7,2021-06-14
V125,Chemin de la Paix,Toulouse,Appartement,129,526000,2,2021-11-22
V126,Boulevard de la Gare,Toulouse,Appartement,405,1630000,2,2021-12-04
V127,Rue de la Liberté,Toulouse,Appartement,464,1896000,8,2021-09-04
V128,Avenue des Lilas,Toulouse,Appartement,368,1507000,7,2020-09-28
V129,Quai des Vignes,Toulouse,Appartement,277,1153000,9,2022-01-29
V130,Quai du Parc,Toulouse,Appartement,361,1449000,1,2020-05-29
V131,Rue de la République,Toulouse,Appartement,168,692000,4,2023-09-15
V132,Quai de l'Opéra,Nice,Villa,55,493750,8,2022-02-07
V133,Boulevard de la Gare,Nice,Villa,256,2117000,1,2023-08-01
V134,Avenue de la Forêt,Nice,Villa,262,2191500,6,2020-03-31
V135,Place de la République,Nice,Villa,320,2690000,10,2021-04-24
V136,Rue de Bellevue,Nice,Villa,450,3722500,2,2023-09-21
V137,Boulevard de la Forêt,Nice,Villa,238,1998500,7,2020-05-28
V138,Place de la Paix,Nice,Villa,122,1036500,6,2020-08-27
V139,Rue de l'Église,Nice,Villa,212,1789000,8,2021-11-18
V140,Place de l'Opéra,Nice,Villa,70,597500,4,2022-06-19
V141,Allée des Vignes,Nice,Villa,42,366500,4,2023-03-15
V142,Chemin de la République,Nice,Maison,385,2591000,10,2022-12-13
V143,Quai Jean Jaurès,Nice,Maison,160,1106000,10,2023-07-24
V144,Boulevard de la Gare,Nice,Maison,428,2874800,10,2023-07-27
V145,Chemin de la Forêt,Nice,Maison,95,652000,5,2020-04-23
V146,Allée de la Liberté,Nice,Maison,241,1630600,8,2022-04-27
V147,Boulevard des Lilas,Nice,Maison,49,368400,9,2023-03-02
V148,Chemin Saint-Martin,Nice,Maison,436,2887600,2,2020-11-21
V149,Avenue du Parc,Nice,Maison,141,980600,10,2023-07-19
V150,Place de la Paix,Nice,Maison,381,2559600,9,2022-12-25
V151,Quai de la Mairie,Nice,Maison,108,727800,3,2021-01-02
V152,Rue de Bellevue,Nice,Appartement,441,2460500,7,2020-11-09
V153,Boulevard des Vignes,Nice,Appartement,403,2231500,3,2021-01-29
V154,Quai de la Mairie,Nice,Appartement,329,1829500,4,2023-03-22
V155,Quai de la Gare,Nice,Appartement,405,2262500,7,2021-03-15
V156,Avenue Saint-Martin,Nice,Appartement,467,2593500,5,2022-05-05
V157,Quai des Vignes,Nice,Appartement,496,2773000,9,2023-06-30
V158,Place de la Paix,Nice,Appartement,33,231500,10,2022-06-19
V159,Avenue de l'Opéra,Nice,Appartement,184,1052000,8,2023-09-08
V160,Quai Jean Jaurès,Nice,Appartement,332,1851000,5,2023-04-10
V161,Boulevard de la Gare,Nice,Appartement,35,222500,6,2023-07-09
V162,Avenue du Lac,Nantes,Villa,25,156250,5,2020-03-02
V163,Boulevard de la République,Nantes,Villa,193,1048250,7,2020-01-15
V164,Boulevard de l'Opéra,Nantes,Villa,87,486750,6,2021-07-26
V165,Allée de la République,Nantes,Villa,228,1217000,4,2020-05-29
V166,Rue Victor Hugo,Nantes,Villa,146,801500,7,2021-11-01
V167,Chemin de l'Opéra,Nantes,Villa,128,682000,2,2021-02-07
V168,Avenue de la Mairie,Nantes,Villa,122,645500,1,2020-08-02
V169,Avenue de Bellevue,Nantes,Villa,361,1900250,1,2022-01-16
V170,Avenue des Champs-Élysées,Nantes,Villa,461,2435250,3,2021-08-16
V171,Chemin de la Mairie,Nantes,Villa,291,1552750,5,2023-08-21
V172,Allée de la Paix,Nantes,Maison,291,1262200,8,2021-05-21
V173,Allée Victor Hugo,Nantes,Maison,304,1306800,6,2023-08-20
V174,Boulevard de la République,Nantes,Maison,266,1167200,10,2021-06-04
V175,Chemin des Fleurs,Nantes,Maison,279,1176800,1,2022-10-12
V176,Allée de la Liberté,Nantes,Maison,72,347400,9,2020-07-15
V177,Boulevard des Vignes,Nantes,Maison,256,1115200,8,2023-10-10
V178,Allée des Fleurs,Nantes,Maison,277,1213400,10,2023-12-04
V179,Avenue des Lilas,Nantes,Maison,356,1515200,4,2022-05-16
V180,Allée des Lilas,Nantes,Maison,134,582800,4,2023-12-25
V181,Allée des Fleurs,Nantes,Maison,430,1821000,3,2023-04-06
V182,Boulevard des Champs-Élysées,Nantes,Appartement,59,251500,9,2021-05-31
V183,Rue des Lilas,Nantes,Appartement,97,384500,9,2022-05-03
V184,Chemin de la Paix,Nantes,Appartement,349,1266500,9,2020-06-01
V185,Boulevard Victor Hugo,Nantes,Appartement,33,160500,9,2022-01-07
V186,Allée des Champs-Élysées,Nantes,Appartement,422,1527000,10,2022-08-04
V187,Place de la Mairie,Nantes,Appartement,138,518000,7,2023-02-28
V188,Avenue Saint-Martin,Nantes,Appartement,232,827000,3,2022-01-12
V189,Rue de la Gare,Nantes,Appartement,342,1232000,7,2022-04-26
V190,Boulevard des Champs-Élysées,Nantes,Appartement,49,176500,1,2021-12-27
V191,Quai Jean Jaurès,Nantes,Appartement,357,1279500,6,2020-07-02
V192,Allée de Bellevue,Strasbourg,Villa,430,2292500,7,2021-09-22
V193,Rue des Fleurs,Strasbourg,Villa,433,2323250,10,2022-03-15
V194,Place du Parc,Strasbourg,Villa,412,2183000,4,2022-05-11
V195,Quai de la Mairie,Strasbourg,Villa,258,1399500,9,2023-05-06
V196,Allée de la Paix,Strasbourg,Villa,171,947750,10,2021-05-18
V197,Boulevard de la Gare,Strasbourg,Villa,374,1988500,5,2020-03-15
V198,Quai Victor Hugo,Strasbourg,Villa,225,1206250,5,2020-06-09
V199,Boulevard Jean Jaurès,Strasbourg,Villa,474,2538500,10,2023-01-20
V200,Rue de la République,Strasbourg,Villa,401,2130250,5,2021-01-09
V201,Boulevard de la Forêt,Strasbourg,Villa,420,2235000,6,2022-09-03
V202,Place de la Forêt,Strasbourg,Maison,191,817200,3,2021-05-24
V203,Rue de la Mairie,Strasbourg,Maison,392,1656400,2,2021-05-09
V204,Rue du Lac,Strasbourg,Maison,239,1028800,5,2021-10-02
V205,Allée des Vignes,Strasbourg,Maison,82,354400,2,2021-05-04
V206,Avenue de la Liberté,Strasbourg,Maison,433,1853600,7,2021-11-06
V207,Avenue de la Mairie,Strasbourg,Maison,21,118200,6,2023-11-08
V208,Avenue des Champs-Élysées,Strasbourg,Maison,94,439800,9,2021-02-09
V209,Quai du Lac,Strasbourg,Maison,194,819800,1,2021-08-11
V210,Boulevard Victor Hugo,Strasbourg,Maison,283,1203600,3,2021-04-26
V211,Chemin du Moulin,Strasbourg,Maison,448,1916600,7,2022-06-02
V212,Rue de la Forêt,Strasbourg,Appartement,93,330500,1,2020-06-07
V213,Quai de la Liberté,Strasbourg,Appartement,336,1196000,4,2021-05-31
V214,Chemin de la Forêt,Strasbourg,Appartement,302,1102000,9,2020-07-08
V215,Quai des Vignes,Strasbourg,Appartement,157,589500,8,2020-09-04
V216,Allée Jean Jaurès,Strasbourg,Appartement,169,596500,1,2021-06-19
V217,Allée des Vignes,Strasbourg,Appartement,306,1111000,8,2022-05-10
V218,Chemin des Fleurs,Strasbourg,Appartement,494,1749000,4,2020-02-16
V219,Rue du Moulin,Strasbourg,Appartement,340,1220000,6,2023-07-17
V220,Boulevard du Parc,Strasbourg,Appartement,220,800000,6,2022-03-27
V221,Rue de la Gare,Strasbourg,Appartement,74,309000,10,2023-04-21
V222,Place de Bellevue,Montpellier,Villa,279,1474750,2,2020-09-06
V223,Rue de la Paix,Montpellier,Villa,77,424250,4,2022-06-13
V224,Chemin des Fleurs,Montpellier,Villa,273,1473250,8,2020-04-03
V225,Boulevard Jean Jaurès,Montpellier,Villa,110,582500,1,2023-08-05
V226,Allée des Écoles,Montpellier,Villa,166,881500,2,2021-08-29
V227,Rue des Écoles,Montpellier,Villa,188,1022000,7,2020-10-03
V228,Quai Saint-Martin,Montpellier,Villa,38,214500,3,2021-09-17
V229,Boulevard Jean Jaurès,Montpellier,Villa,293,1558250,4,2020-01-27
V230,Place de la Paix,Montpellier,Villa,309,1627250,1,2020-09-07
V231,Allée de la Liberté,Montpellier,Villa,224,1211000,7,2020-10-21
V232,Allée du Lac,Montpellier,Maison,344,1449800,1,2023-10-17
V233,Chemin du Moulin,Montpellier,Maison,489,2058800,1,2021-12-27
V234,Allée de la Paix,Montpellier,Maison,109,462800,1,2020-01-12
V235,Chemin de l'Église,Montpellier,Maison,65,283000,2,2020-02-07
V236,Boulevard du Moulin,Montpellier,Maison,338,1454600,7,2022-10-26
V237,Quai du Parc,Montpellier,Maison,186,821200,8,2022-12-28
V238,Rue Jean Jaurès,Montpellier,Maison,157,664400,1,2021-06-21
V239,Rue des Fleurs,Montpellier,Maison,57,284400,9,2020-03-03
V240,Place du Lac,Montpellier,Maison,68,295600,2,2023-03-29
V241,Allée Saint-Martin,Montpellier,Maison,335,1457000,10,2023-03-08
V242,Avenue de la Liberté,Montpellier,Appartement,426,1541000,10,2022-05-25
V243,Chemin de la Forêt,Montpellier,Appartement,356,1266000,4,2020-04-07
V244,Chemin des Écoles,Montpellier,Appartement,284,1034000,8,2023-12-25
V245,Allée de l'Église,Montpellier,Appartement,354,1249000,2,2022-10-19
V246,Rue des Vignes,Montpellier,Appartement,164,579000,1,2020-09-13
V247,Avenue de la Mairie,Montpellier,Appartement,303,1105500,9,2023-01-28
V248,Chemin du Parc,Montpellier,Appartement,428,1503000,1,2022-01-25
V249,Allée de l'Église,Montpellier,Appartement,23,105500,5,2022-05-31
V250,Rue des Écoles,Montpellier,Appartement,178,663000,8,2020-05-27
V251,Allée de l'Église,Montpellier,Appartement,245,867500,2,2023-11-29
V252,Allée de l'Église,Bordeaux,Villa,279,1504750,8,2023-04-21
V253,Quai du Parc,Bordeaux,Villa,32,193000,5,2023-12-11
V254,Boulevard Victor Hugo,Bordeaux,Villa,404,2136000,3,2023-12-23
V255,Boulevard de la Forêt,Bordeaux,Villa,101,555250,5,2020-01-24
V256,Allée de la Liberté,Bordeaux,Villa,191,1022750,4,2022-03-21
V257,Avenue des Écoles,Bordeaux,Villa,356,1909000,8,2021-03-11
V258,Avenue Victor Hugo,Bordeaux,Villa,263,1425750,9,2022-03-11
V259,Quai de la Mairie,Bordeaux,Villa,249,1332250,5,2021-02-08
V260,Place des Écoles,Bordeaux,Villa,175,943750,5,2021-11-18
V261,Avenue Victor Hugo,Bordeaux,Villa,183,1000750,8,2020-03-13
V262,Boulevard des Vignes,Bordeaux,Maison,274,1155800,1,2022-07-12
V263,Avenue des Champs-Élysées,Bordeaux,Maison,358,1538600,7,2023-11-25
V264,Boulevard des Champs-Élysées,Bordeaux,Maison,210,892000,2,2022-09-20
V265,Boulevard de la Liberté,Bordeaux,Maison,330,1426000,8,2022-09-27
V266,Place des Écoles,Bordeaux,Maison,24,115800,3,2023-01-17
V267,Allée de l'Église,Bordeaux,Maison,228,992600,7,2023-12-28
V268,Place de la Forêt,Bordeaux,Maison,500,2115000,3,2022-08-03
V269,Rue de Bellevue,Bordeaux,Maison,366,1582200,9,2021-09-05
V270,Avenue de la République,Bordeaux,Maison,276,1204200,9,2022-01-10
V271,Place de la Mairie,Bordeaux,Maison,490,2068000,2,2020-02-02
V272,Chemin de la République,Bordeaux,Appartement,455,1627500,7,2021-02-07
V273,Boulevard Victor Hugo,Bordeaux,Appartement,211,788500,10,2022-05-30
V274,Chemin Saint-Martin,Bordeaux,Appartement,26,116000,5,2021-05-24
V275,Place de la Mairie,Bordeaux,Appartement,80,320000,8,2020-09-08
V276,Avenue de Bellevue,Bordeaux,Appartement,325,1152500,3,2021-11-22
V277,Chemin des Fleurs,Bordeaux,Appartement,165,607500,6,2021-10-13
V278,Quai des Lilas,Bordeaux,Appartement,295,1052500,4,2021-02-19
V279,Avenue de la Mairie,Bordeaux,Appartement,484,1729000,7,2022-07-24
V280,Rue des Fleurs,Bordeaux,Appartement,432,1562000,10,2022-03-27
V281,Boulevard des Vignes,Bordeaux,Appartement,379,1356500,6,2021-04-05
V282,Allée de la Forêt,Lille,Villa,488,2607000,9,2020-02-14
V283,Place de la République,Lille,Villa,443,2350750,5,2022-03-30
V284,Chemin de l'Église,Lille,Villa,451,2382750,3,2022-02-14
V285,Chemin des Fleurs,Lille,Villa,331,1787750,10,2020-11-06
V286,Chemin des Vignes,Lille,Villa,86,471500,4,2023-07-29
V287,Rue de la Mairie,Lille,Villa,292,1553000,4,2021-04-22
V288,Rue du Parc,Lille,Villa,440,2330000,4,2020-03-08
V289,Quai des Fleurs,Lille,Villa,115,643750,8,2021-07-29
V290,Allée des Vignes,Lille,Villa,251,1322750,1,2023-10-12
V291,Allée des Champs-Élysées,Lille,Villa,102,575500,8,2022-12-14
V292,Chemin du Parc,Lille,Maison,353,1492600,2,2021-09-11
V293,Quai des Vignes,Lille,Maison,231,1010200,8,2023-01-19
V294,Allée des Vignes,Lille,Maison,242,1036400,4,2020-05-30
V295,Rue des Lilas,Lille,Maison,217,926400,3,2022-10-11
V296,Avenue Jean Jaurès,Lille,Maison,291,1267200,9,2020-07-29
V297,Chemin du Moulin,Lille,Maison,430,1836000,6,2021-01-09
V298,Avenue de Bellevue,Lille,Maison,265,1118000,1,2021-03-12
V299,Chemin de l'Église,Lille,Maison,212,920400,6,2020-02-02
V300,Allée du Parc,Lille,Maison,238,1024600,5,2023-12-30
V301,Quai des Champs-Élysées,Lille,Maison,39,173800,2,2021-10-21
V302,Boulevard de la Paix,Lille,Appartement,199,701500,1,2022-07-01
V303,Boulevard de la Paix,Lille,Appartement,445,1592500,7,2022-08-10
V304,Rue des Lilas,Lille,Appartement,152,552000,4,2022-05-14
V305,Avenue des Champs-Élysées,Lille,Appartement,45,182500,5,2021-07-02
V306,Allée du Lac,Lille,Appartement,309,1111500,6,2022-11-06
V307,Boulevard des Fleurs,Lille,Appartement,205,747500,6,2023-10-22
V308,Place Jean Jaurès,Lille,Appartement,245,882500,5,2022-07-20
V309,Quai Saint-Martin,Lille,Appartement,137,529500,10,2023-02-10
V310,Rue de la République,Lille,Appartement,490,1755000,8,2022-08-27
V311,Boulevard de l'Opéra,Lille,Appartement,24,124000,8,2020-10-21
V312,Boulevard des Champs-Élysées,Rennes,Villa,39,219750,3,2021-07-06
V313,Rue du Moulin,Rennes,Villa,201,1100250,9,2021-12-15
V314,Boulevard de Bellevue,Rennes,Villa,103,585750,9,2021-07-02
V315,Avenue de la Gare,Rennes,Villa,329,1767250,8,2023-10-19
V316,Quai des Lilas,Rennes,Villa,195,1043750,4,2021-12-13
V317,Rue des Fleurs,Rennes,Villa,54,303500,4,2020-08-04
V318,Place de la Paix,Rennes,Villa,258,1389500,7,2021-06-01
V319,Chemin de la Paix,Rennes,Villa,57,329250,6,2021-09-26
V320,Quai du Parc,Rennes,Villa,339,1809750,6,2022-03-06
V321,Boulevard de la Liberté,Rennes,Villa,184,986000,4,2022-04-06
V322,Rue de la Paix,Rennes,Maison,329,1426800,9,2021-11-28
V323,Boulevard Jean Jaurès,Rennes,Maison,193,825600,3,2023-12-22
V324,Allée du Parc,Rennes,Maison,343,1490600,10,2022-07-24
V325,Rue du Parc,Rennes,Maison,320,1349000,1,2023-10-22
V326,Chemin de la République,Rennes,Maison,97,442400,7,2020-08-03
V327,Allée du Lac,Rennes,Maison,134,567800,1,2020-08-21
V328,Avenue du Parc,Rennes,Maison,89,413800,8,2021-12-19
V329,Rue de la République,Rennes,Maison,41,187200,3,2022-02-19
V330,Avenue de l'Église,Rennes,Maison,362,1570400,10,2020-02-22
V331,Chemin du Parc,Rennes,Maison,446,1878200,1,2020-01-04
V332,Avenue des Champs-Élysées,Rennes,Appartement,452,1592000,2,2022-10-27
V333,Avenue des Fleurs,Rennes,Appartement,366,1326000,9,2022-01-13
V334,Chemin Saint-Martin,Rennes,Appartement,400,1450000,10,2020-12-23
V335,Chemin des Fleurs,Rennes,Appartement,104,409000,9,2021-01-18
V336,Chemin des Fleurs,Rennes,Appartement,430,1530000,5,2020-11-23
V337,Quai des Écoles,Rennes,Appartement,367,1294500,2,2021-04-06
V338,Place de la Gare,Rennes,Appartement,473,1705500,10,2023-09-25
V339,Rue des Écoles,Rennes,Appartement,409,1471500,8,2022-11-13
V340,Boulevard des Lilas,Rennes,Appartement,362,1272000,1,2023-04-17
V341,Place de l'Église,Rennes,Appartement,491,1743500,5,2022-12-28
V342,Place Victor Hugo,Reims,Villa,234,1258500,6,2020-10-13
V343,Rue de la Mairie,Reims,Villa,78,449500,8,2021-04-27
V344,Place de la Mairie,Reims,Villa,492,2618000,7,2023-04-08
V345,Allée de l'Opéra,Reims,Villa,223,1185750,3,2021-02-28
V346,Place de la Liberté,Reims,Villa,163,875750,4,2023-12-21
V347,Chemin de la Liberté,Reims,Villa,92,488000,1,2022-06-25
V348,Allée des Fleurs,Reims,Villa,344,1826000,4,2022-07-01
V349,Rue des Fleurs,Reims,Villa,356,1874000,1,2020-12-09
V350,Quai de la Forêt,Reims,Villa,192,1058000,10,2023-02-23
V351,Boulevard Jean Jaurès,Reims,Villa,442,2365500,9,2023-07-29
V352,Allée de la Paix,Reims,Maison,140,593000,1,2020-09-15
V353,Place du Lac,Reims,Maison,67,306400,5,2021-11-03
V354,Place de l'Église,Reims,Maison,266,1157200,8,2020-05-01
V355,Chemin de la Paix,Reims,Maison,327,1423400,10,2023-07-05
V356,Place de la Paix,Reims,Maison,165,733000,8,2023-07-11
V357,Place du Lac,Reims,Maison,106,490200,9,2020-06-03
V358,Quai de Bellevue,Reims,Maison,368,1595600,10,2021-09-25
V359,Quai de l'Opéra,Reims,Maison,161,706200,6,2022-11-21
V360,Chemin de la Mairie,Reims,Maison,193,860600,10,2020-06-04
V361,Place de la Liberté,Reims,Maison,335,1442000,7,2023-07-27
V362,Avenue de la Mairie,Reims,Appartement,367,1319500,7,2023-09-24
V363,Avenue de la Mairie,Reims,Appartement,180,645000,3,2021-11-11
V364,Boulevard Saint-Martin,Reims,Appartement,498,1758000,3,2022-09-09
V365,Avenue du Lac,Reims,Appartement,420,1490000,4,2021-12-12
V366,Boulevard de Bellevue,Reims,Appartement,421,1508500,7,2023-01-21
V367,Place Jean Jaurès,Reims,Appartement,247,879500,3,2020-10-20
V368,Allée des Lilas,Reims,Appartement,50,190000,3,2023-02-10
V369,Rue des Lilas,Reims,Appartement,73,295500,8,2021-09-06
V370,Rue Victor Hugo,Reims,Appartement,143,530500,6,2022-10-23
V371,Boulevard des Champs-Élysées,Reims,Appartement,402,1442000,7,2023-06-10
